station_id,name,day_date,temperature_avg,zscore
IN009012800,"BANGALORE HINDUSTAN, IN",2022-03-13,77,1.141083465904675
IN009011801,"ATTIBELE, IN",1964-12-25,33.8,1.4613670661968914
IN009010500,"ANEKAL, IN",1915-05-05,21.7,-1.3375428736380603
IN009012800,"BANGALORE HINDUSTAN, IN",2015-11-27,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2012-07-28,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1957-08-28,32.7,1.2023367767252733
IN009012800,"BANGALORE HINDUSTAN, IN",1962-05-24,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1957-06-22,33.9,1.4794145567649086
IN009012800,"BANGALORE HINDUSTAN, IN",1968-03-12,20.1,-1.200827290603583
IN009010500,"ANEKAL, IN",1970-04-20,20.7,-1.5684410236710906
IN009012800,"BANGALORE HINDUSTAN, IN",2024-05-05,87,1.5526670786477783
IN009011400,"VARTUR, IN",1958-03-07,33.4,1.343292782240003
IN009012800,"BANGALORE HINDUSTAN, IN",2019-04-06,86,1.5115087173734678
IN009010500,"ANEKAL, IN",1958-11-15,22.2,-1.2220937986215452
IN009011400,"VARTUR, IN",1962-01-18,34.6,1.6168317215183772
IN009011400,"VARTUR, IN",1956-03-15,21,-1.4832762569698572
IN009010500,"ANEKAL, IN",1964-10-15,22.1,-1.2451836136248478
IN009011400,"VARTUR, IN",1963-12-19,34.8,1.6624215447314385
IN009010500,"ANEKAL, IN",1924-08-13,21.6,-1.3606326886413629
IN009010500,"ANEKAL, IN",1904-04-21,34.2,1.5486840017748187
IN009012800,"BANGALORE HINDUSTAN, IN",1966-08-19,23.1,-1.077352206780652
IN009012800,"BANGALORE HINDUSTAN, IN",1953-06-28,23.5,-1.0608888622709278
IN009012800,"BANGALORE HINDUSTAN, IN",1960-06-30,23.5,-1.0608888622709278
IN009010500,"ANEKAL, IN",1936-07-30,22.4,-1.1759141686149395
IN009011400,"VARTUR, IN",1958-08-06,22.3,-1.1869424060849523
IN009010500,"ANEKAL, IN",1924-03-23,33,1.2716062217351818
IN009012800,"BANGALORE HINDUSTAN, IN",2016-06-18,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",1944-08-14,74,1.0176083820817439
IN009011400,"VARTUR, IN",1964-03-15,20.5,-1.5972508150025129
IN009010500,"ANEKAL, IN",1964-01-21,21.4,-1.4068123186479697
IN009012800,"BANGALORE HINDUSTAN, IN",2020-05-20,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1943-04-25,23,-1.037375278595121
IN009012800,"BANGALORE HINDUSTAN, IN",2022-06-26,75,1.0587667433560541
IN009012800,"BANGALORE HINDUSTAN, IN",2021-04-21,80,1.264558549727606
IN009012800,"BANGALORE HINDUSTAN, IN",1961-05-02,83,1.3880336335505368
IN009011400,"VARTUR, IN",1952-08-09,34.7,1.6396266331249088
IN009010500,"ANEKAL, IN",1903-02-08,22.1,-1.2451836136248478
IN009012800,"BANGALORE HINDUSTAN, IN",1957-06-10,22.2,-1.1143947319275314
IN009012800,"BANGALORE HINDUSTAN, IN",1944-08-12,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1918-08-15,32.4,1.1330673317153632
IN009010500,"ANEKAL, IN",1970-01-24,21.2,-1.4529919486545755
IN009012800,"BANGALORE HINDUSTAN, IN",1963-01-13,22.3,-1.1102788958001002
IN009010500,"ANEKAL, IN",1966-07-16,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1961-07-24,33.6,1.4101451117550003
IN009010500,"ANEKAL, IN",1905-05-29,21.1,-1.476081763657878
IN009012800,"BANGALORE HINDUSTAN, IN",1966-06-06,23.3,-1.06912053452579
IN009012800,"BANGALORE HINDUSTAN, IN",1945-07-14,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1961-08-06,20.9,-1.5222613936644849
IN009010500,"ANEKAL, IN",1915-12-03,21.4,-1.4068123186479697
IN009010500,"ANEKAL, IN",1953-05-18,22.4,-1.1759141686149395
IN009011400,"VARTUR, IN",1952-06-12,33.8,1.4344724286661272
IN009010500,"ANEKAL, IN",1909-02-06,20.8,-1.5453512086677874
IN009012800,"BANGALORE HINDUSTAN, IN",1958-09-17,21.3,-1.1514372570744107
IN009012800,"BANGALORE HINDUSTAN, IN",1968-04-16,23.6,-1.0567730261434969
IN009012800,"BANGALORE HINDUSTAN, IN",2023-03-31,80,1.264558549727606
IN009010500,"ANEKAL, IN",1941-04-06,32.1,1.063797886705455
IN009011801,"ATTIBELE, IN",1962-01-05,23,-1.0306962537900433
IN009010500,"ANEKAL, IN",1943-05-12,21.7,-1.3375428736380603
IN009012800,"BANGALORE HINDUSTAN, IN",1963-03-18,22.9,-1.0855838790355141
IN009010500,"ANEKAL, IN",1947-12-09,34.1,1.5255941867715155
IN009011400,"VARTUR, IN",1957-04-06,33.8,1.4344724286661272
IN009012800,"BANGALORE HINDUSTAN, IN",1952-06-10,22,-1.1226264041823935
IN009011400,"VARTUR, IN",1963-12-09,20.6,-1.5744559033959813
IN009012800,"BANGALORE HINDUSTAN, IN",2023-04-05,80,1.264558549727606
IN009010500,"ANEKAL, IN",1964-06-28,21.4,-1.4068123186479697
IN009012800,"BANGALORE HINDUSTAN, IN",1951-11-21,24.2,-1.0320780093789108
IN009012800,"BANGALORE HINDUSTAN, IN",2020-09-05,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",2012-08-04,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",1973-05-14,80,1.264558549727606
IN009011400,"VARTUR, IN",1964-01-13,32,1.0241640197485675
IN009010500,"ANEKAL, IN",1923-06-23,32.6,1.17924696172197
IN009010500,"ANEKAL, IN",1901-09-20,31.9,1.017618256698848
IN009012800,"BANGALORE HINDUSTAN, IN",2014-02-22,80,1.264558549727606
IN009011400,"VARTUR, IN",1957-11-28,32.5,1.1381385777812232
IN009012800,"BANGALORE HINDUSTAN, IN",2014-02-26,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",1964-04-09,21.6,-1.1390897486921174
IN009012800,"BANGALORE HINDUSTAN, IN",2023-11-05,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1938-07-10,20.3,-1.6608002836843025
IN009011400,"VARTUR, IN",1957-11-02,33.1,1.2749080474204102
IN009012800,"BANGALORE HINDUSTAN, IN",2022-08-17,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2011-03-29,80,1.264558549727606
IN009010500,"ANEKAL, IN",1938-05-02,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1948-11-11,32.4,1.1330673317153632
IN009010500,"ANEKAL, IN",1953-05-19,21.8,-1.3144530586347571
IN009012800,"BANGALORE HINDUSTAN, IN",1967-08-16,24.2,-1.0320780093789108
IN009010500,"ANEKAL, IN",1933-03-10,34,1.502504371768212
IN009010500,"ANEKAL, IN",1967-05-12,22,-1.2682734286281512
IN009012800,"BANGALORE HINDUSTAN, IN",2015-02-15,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",2014-03-19,87,1.5526670786477783
IN009012800,"BANGALORE HINDUSTAN, IN",1957-11-20,20.8,-1.1720164377115658
IN009012800,"BANGALORE HINDUSTAN, IN",1954-11-04,20.5,-1.1843639460938589
IN009010500,"ANEKAL, IN",1958-04-11,21.4,-1.4068123186479697
IN009010500,"ANEKAL, IN",1951-01-07,23,-1.037375278595121
IN009011801,"ATTIBELE, IN",1963-07-22,33.5,1.3921430850861438
IN009010500,"ANEKAL, IN",1956-01-25,22.9,-1.0604650935984243
IN009010500,"ANEKAL, IN",1927-08-25,20.3,-1.6608002836843025
IN009012800,"BANGALORE HINDUSTAN, IN",2015-08-17,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",2011-03-22,78,1.1822418271789852
IN009010500,"ANEKAL, IN",1925-07-31,21,-1.4991715786611814
IN009012800,"BANGALORE HINDUSTAN, IN",1962-05-04,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",2015-01-21,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",2015-07-13,84,1.4291919948248473
IN009012800,"BANGALORE HINDUSTAN, IN",2021-11-23,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",1960-10-24,24.6,-1.0156146648691864
IN009011400,"VARTUR, IN",1962-03-17,32,1.0241640197485675
IN009012800,"BANGALORE HINDUSTAN, IN",1943-11-28,75,1.0587667433560541
IN009011801,"ATTIBELE, IN",1961-12-08,32.6,1.1844711417538996
IN009011400,"VARTUR, IN",1954-08-08,22.2,-1.2097373176914836
IN009010500,"ANEKAL, IN",1924-12-09,23.1,-1.0142854635918175
IN009010500,"ANEKAL, IN",1932-05-20,33.6,1.4101451117550003
IN009012800,"BANGALORE HINDUSTAN, IN",1944-04-08,80,1.264558549727606
IN009011801,"ATTIBELE, IN",1960-12-03,32.7,1.2075458021241492
IN009012800,"BANGALORE HINDUSTAN, IN",2020-05-11,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",1970-06-14,20.9,-1.167900601584135
IN009012800,"BANGALORE HINDUSTAN, IN",2012-10-02,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1926-12-09,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1942-04-15,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1908-12-05,32.9,1.2485164067318784
IN009010500,"ANEKAL, IN",1939-05-21,21.3,-1.4299021336512723
IN009010500,"ANEKAL, IN",1920-02-27,33.3,1.3408756667450903
IN009011400,"VARTUR, IN",1954-11-20,32,1.0241640197485675
IN009010500,"ANEKAL, IN",1965-03-25,32.8,1.2254265917285752
IN009010500,"ANEKAL, IN",1934-11-30,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1940-02-03,34.2,1.5486840017748187
IN009010500,"ANEKAL, IN",1904-07-08,33,1.2716062217351818
IN009010500,"ANEKAL, IN",1913-10-02,22.2,-1.2220937986215452
IN009012800,"BANGALORE HINDUSTAN, IN",1957-03-01,24,-1.0403096816337727
IN009012800,"BANGALORE HINDUSTAN, IN",1943-02-25,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1963-04-14,34.7,1.6641330767913338
IN009011801,"ATTIBELE, IN",1959-09-26,21.8,-1.307592178233036
IN009010500,"ANEKAL, IN",1929-09-18,20.6,-1.5915308386743932
IN009010500,"ANEKAL, IN",1904-11-22,21.5,-1.3837225036446663
IN009010500,"ANEKAL, IN",1958-04-18,23.1,-1.0142854635918175
IN009012800,"BANGALORE HINDUSTAN, IN",2022-09-27,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1945-01-06,21.1,-1.476081763657878
IN009010500,"ANEKAL, IN",1947-09-20,32.6,1.17924696172197
IN009010500,"ANEKAL, IN",1955-12-07,20.4,-1.637710468681
IN009012800,"BANGALORE HINDUSTAN, IN",1967-11-04,22.9,-1.0855838790355141
IN009010500,"ANEKAL, IN",1904-02-01,33.7,1.4332349267583036
IN009012800,"BANGALORE HINDUSTAN, IN",1960-11-25,24,-1.0403096816337727
IN009012800,"BANGALORE HINDUSTAN, IN",1951-02-06,21.9,-1.1267422403098246
IN009010500,"ANEKAL, IN",1911-06-08,20.9,-1.5222613936644849
IN009011400,"VARTUR, IN",1962-01-21,34.2,1.525652075092253
IN009010500,"ANEKAL, IN",1918-08-19,32.2,1.0868877017087581
IN009012800,"BANGALORE HINDUSTAN, IN",1959-11-04,20.8,-1.1720164377115658
IN009010500,"ANEKAL, IN",1938-03-24,34.7,1.6641330767913338
IN009011801,"ATTIBELE, IN",1960-12-27,21.5,-1.3768161593437844
IN009011400,"VARTUR, IN",1960-09-12,34.5,1.5940368099118458
IN009010500,"ANEKAL, IN",1929-09-16,32.6,1.17924696172197
IN009010500,"ANEKAL, IN",1965-06-03,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1906-03-31,34.1,1.5255941867715155
IN009010500,"ANEKAL, IN",1925-01-05,33.6,1.4101451117550003
IN009011400,"VARTUR, IN",1957-05-31,21.8,-1.300916964117608
IN009012800,"BANGALORE HINDUSTAN, IN",1945-06-09,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1926-03-17,22.1,-1.2451836136248478
IN009012800,"BANGALORE HINDUSTAN, IN",1952-04-15,20,-1.204943126731014
IN009010500,"ANEKAL, IN",1966-04-08,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1939-12-26,21.9,-1.2913632436314546
IN009011801,"ATTIBELE, IN",1964-05-14,21.4,-1.399890819714034
IN009010500,"ANEKAL, IN",1925-02-05,22.7,-1.10664472360503
IN009010500,"ANEKAL, IN",1938-02-10,20.8,-1.5453512086677874
IN009012800,"BANGALORE HINDUSTAN, IN",1953-07-26,21,-1.1637847654567037
IN009012800,"BANGALORE HINDUSTAN, IN",2024-05-06,83,1.3880336335505368
IN009012800,"BANGALORE HINDUSTAN, IN",2020-11-03,75,1.0587667433560541
IN009012800,"BANGALORE HINDUSTAN, IN",2011-07-25,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",2012-09-18,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1967-01-17,20.9,-1.5222613936644849
IN009010500,"ANEKAL, IN",1969-06-24,21.6,-1.3606326886413629
IN009012800,"BANGALORE HINDUSTAN, IN",2019-11-05,76,1.0999251046303646
IN009011801,"ATTIBELE, IN",1962-07-06,32.9,1.2536951228646471
IN009011400,"VARTUR, IN",1954-10-07,21.1,-1.4604813453633256
IN009011400,"VARTUR, IN",1963-01-18,32.4,1.1153436661746916
IN009010500,"ANEKAL, IN",1906-08-04,22.9,-1.0604650935984243
IN009011400,"VARTUR, IN",1957-06-30,20.4,-1.6200457266090442
IN009010500,"ANEKAL, IN",1946-10-01,34,1.502504371768212
IN009010500,"ANEKAL, IN",1921-02-15,33,1.2716062217351818
IN009010500,"ANEKAL, IN",1951-07-16,33.1,1.2946960367384852
IN009010500,"ANEKAL, IN",1911-09-08,32.4,1.1330673317153632
IN009010500,"ANEKAL, IN",1962-08-17,32.7,1.2023367767252733
IN009012800,"BANGALORE HINDUSTAN, IN",1942-12-30,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",1956-04-05,24.1,-1.0361938455063417
IN009010500,"ANEKAL, IN",1970-08-18,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1909-03-22,22.9,-1.0604650935984243
IN009012800,"BANGALORE HINDUSTAN, IN",1964-03-04,20.7,-1.1761322738389968
IN009012800,"BANGALORE HINDUSTAN, IN",2017-05-25,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",2014-05-16,91,1.7173005237450196
IN009010500,"ANEKAL, IN",1937-12-30,21.5,-1.3837225036446663
IN009010500,"ANEKAL, IN",1919-07-19,20,-1.7300697286942117
IN009012800,"BANGALORE HINDUSTAN, IN",2016-07-16,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1937-09-28,21.6,-1.3606326886413629
IN009012800,"BANGALORE HINDUSTAN, IN",1943-02-20,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1944-07-11,34.4,1.5948636317814238
IN009010500,"ANEKAL, IN",1909-08-25,33.6,1.4101451117550003
IN009012800,"BANGALORE HINDUSTAN, IN",2017-09-01,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",2012-09-07,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1931-04-07,20.8,-1.5453512086677874
IN009011801,"ATTIBELE, IN",1959-08-19,32.5,1.16139648138365
IN009011400,"VARTUR, IN",1957-07-12,33,1.2521131358138788
IN009010500,"ANEKAL, IN",1956-02-26,32.7,1.2023367767252733
IN009012800,"BANGALORE HINDUSTAN, IN",2021-03-22,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1920-06-08,21.7,-1.3375428736380603
IN009010500,"ANEKAL, IN",1944-08-08,22.1,-1.2451836136248478
IN009012800,"BANGALORE HINDUSTAN, IN",1966-10-02,22.5,-1.1020472235452383
IN009012800,"BANGALORE HINDUSTAN, IN",1962-04-13,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1943-08-06,34,1.502504371768212
IN009012800,"BANGALORE HINDUSTAN, IN",2011-04-10,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1968-10-10,22.6,-1.1297345386083326
IN009012800,"BANGALORE HINDUSTAN, IN",2019-04-20,80,1.264558549727606
IN009010500,"ANEKAL, IN",1933-07-03,21.9,-1.2913632436314546
IN009010500,"ANEKAL, IN",1914-08-04,22.9,-1.0604650935984243
IN009010500,"ANEKAL, IN",1951-05-30,34,1.502504371768212
IN009012800,"BANGALORE HINDUSTAN, IN",1951-07-20,24.5,-1.0197305009966176
IN009010500,"ANEKAL, IN",1951-07-18,21.9,-1.2913632436314546
IN009012800,"BANGALORE HINDUSTAN, IN",2022-03-27,81,1.3057169110019162
IN009010500,"ANEKAL, IN",1908-08-09,34.1,1.5255941867715155
IN009012800,"BANGALORE HINDUSTAN, IN",1961-03-10,75,1.0587667433560541
IN009011400,"VARTUR, IN",1963-09-16,22.4,-1.1641474944784216
IN009010500,"ANEKAL, IN",1902-01-03,31.9,1.017618256698848
IN009010500,"ANEKAL, IN",1959-04-20,34.8,1.6872228917946357
IN009012800,"BANGALORE HINDUSTAN, IN",1973-09-11,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",1942-10-22,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1913-01-24,21,-1.4991715786611814
IN009011400,"VARTUR, IN",1960-02-21,33.5,1.3660876938465345
IN009010500,"ANEKAL, IN",1902-07-20,21.8,-1.3144530586347571
IN009010500,"ANEKAL, IN",1946-09-22,22.4,-1.1759141686149395
IN009012800,"BANGALORE HINDUSTAN, IN",1959-11-06,20.1,-1.200827290603583
IN009010500,"ANEKAL, IN",1916-05-02,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",2015-10-28,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",1943-08-27,78,1.1822418271789852
IN009010500,"ANEKAL, IN",1942-05-02,22.4,-1.1759141686149395
IN009010500,"ANEKAL, IN",1954-11-20,20.5,-1.6146206536776966
IN009011400,"VARTUR, IN",1955-12-28,23,-1.0273780248392346
IN009012800,"BANGALORE HINDUSTAN, IN",1943-11-01,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",2017-08-30,77,1.141083465904675
IN009010500,"ANEKAL, IN",1914-03-12,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",2017-06-04,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1948-06-20,22.3,-1.199003983618242
IN009011400,"VARTUR, IN",1962-02-13,20.4,-1.6200457266090442
IN009012800,"BANGALORE HINDUSTAN, IN",1945-05-04,80,1.264558549727606
IN009012800,"BANGALORE HINDUSTAN, IN",2019-07-03,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2012-03-03,77,1.141083465904675
IN009010500,"ANEKAL, IN",1955-09-14,34,1.502504371768212
IN009010500,"ANEKAL, IN",1924-08-24,32.5,1.1561571467186667
IN009011400,"VARTUR, IN",1964-04-17,21.8,-1.300916964117608
IN009012800,"BANGALORE HINDUSTAN, IN",2015-03-08,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1956-03-01,20.1,-1.7069799136909083
IN009011400,"VARTUR, IN",1954-07-20,22.9,-1.050172936445766
IN009012800,"BANGALORE HINDUSTAN, IN",1959-12-12,20.9,-1.167900601584135
IN009011801,"ATTIBELE, IN",1961-03-03,21.3,-1.422965480084283
IN009012800,"BANGALORE HINDUSTAN, IN",2014-11-26,75,1.0587667433560541
IN009012800,"BANGALORE HINDUSTAN, IN",2012-10-03,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1968-06-19,33.5,1.387055296751697
IN009012800,"BANGALORE HINDUSTAN, IN",2018-04-01,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1937-01-26,32.2,1.0868877017087581
IN009010500,"ANEKAL, IN",1922-01-28,22,-1.2682734286281512
IN009012800,"BANGALORE HINDUSTAN, IN",1952-03-20,23.8,-1.0485413538886348
IN009010500,"ANEKAL, IN",1913-12-03,21.9,-1.2913632436314546
IN009012800,"BANGALORE HINDUSTAN, IN",1944-10-02,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1965-11-14,20.4,-1.637710468681
IN009012800,"BANGALORE HINDUSTAN, IN",2016-03-11,80,1.264558549727606
IN009010500,"ANEKAL, IN",1920-09-23,32.2,1.0868877017087581
IN009010500,"ANEKAL, IN",1930-07-29,21.8,-1.3144530586347571
IN009010500,"ANEKAL, IN",1932-12-15,34.7,1.6641330767913338
IN009010500,"ANEKAL, IN",1933-01-03,21.3,-1.4299021336512723
IN009011400,"VARTUR, IN",1956-09-23,34,1.4800622518791902
IN009010500,"ANEKAL, IN",1960-05-30,22.9,-1.0604650935984243
IN009010500,"ANEKAL, IN",1953-02-05,33.9,1.4794145567649086
IN009010500,"ANEKAL, IN",1952-01-01,20,-1.7300697286942117
IN009010500,"ANEKAL, IN",1903-08-26,32.2,1.0868877017087581
IN009010500,"ANEKAL, IN",1924-11-20,20,-1.7300697286942117
IN009012800,"BANGALORE HINDUSTAN, IN",1967-06-12,22.9,-1.0855838790355141
IN009012800,"BANGALORE HINDUSTAN, IN",1964-03-05,20.2,-1.1967114544761521
IN009010500,"ANEKAL, IN",1966-04-23,32,1.0407080717021515
IN009012800,"BANGALORE HINDUSTAN, IN",2012-09-10,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1960-07-16,20.5,-1.6146206536776966
IN009012800,"BANGALORE HINDUSTAN, IN",2022-07-28,77,1.141083465904675
IN009012800,"BANGALORE HINDUSTAN, IN",1969-02-21,23.2,-1.073236370653221
IN009010500,"ANEKAL, IN",1918-09-11,34.4,1.5948636317814238
IN009012800,"BANGALORE HINDUSTAN, IN",2014-08-20,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1945-04-02,20.7,-1.5684410236710906
IN009010500,"ANEKAL, IN",1960-04-04,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",2017-05-23,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",1943-02-01,80,1.264558549727606
IN009011801,"ATTIBELE, IN",1963-11-13,33.9,1.4844417265671412
IN009010500,"ANEKAL, IN",1967-12-26,32.5,1.1561571467186667
IN009010500,"ANEKAL, IN",1948-09-07,34.4,1.5948636317814238
IN009010500,"ANEKAL, IN",1903-04-06,20.8,-1.5453512086677874
IN009010500,"ANEKAL, IN",1952-04-16,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1911-03-06,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1922-09-06,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1966-11-30,22.3,-1.199003983618242
IN009011400,"VARTUR, IN",1962-12-12,20.6,-1.5744559033959813
IN009010500,"ANEKAL, IN",1943-06-14,33.5,1.387055296751697
IN009012800,"BANGALORE HINDUSTAN, IN",2022-03-15,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2011-06-01,78,1.1822418271789852
IN009010500,"ANEKAL, IN",1963-07-21,22.5,-1.152824353611636
IN009010500,"ANEKAL, IN",1901-07-02,34.2,1.5486840017748187
IN009012800,"BANGALORE HINDUSTAN, IN",2020-05-08,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1947-06-17,34.1,1.5255941867715155
IN009011801,"ATTIBELE, IN",1964-09-06,22.7,-1.0999202349007917
IN009012800,"BANGALORE HINDUSTAN, IN",1950-08-19,21.1,-1.1596689293292726
IN009012800,"BANGALORE HINDUSTAN, IN",1952-06-29,21.3,-1.1514372570744107
IN009012800,"BANGALORE HINDUSTAN, IN",1963-08-30,22.2,-1.1143947319275314
IN009012800,"BANGALORE HINDUSTAN, IN",1965-05-04,21.1,-1.1596689293292726
IN009010500,"ANEKAL, IN",1924-11-21,22.2,-1.2220937986215452
IN009012800,"BANGALORE HINDUSTAN, IN",2011-07-24,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",1970-01-05,20.1,-1.200827290603583
IN009010500,"ANEKAL, IN",1943-09-16,34.1,1.5255941867715155
IN009010500,"ANEKAL, IN",1911-01-30,31.9,1.017618256698848
IN009010500,"ANEKAL, IN",1936-07-21,22.1,-1.2451836136248478
IN009010500,"ANEKAL, IN",1905-12-29,34.1,1.5255941867715155
IN009012800,"BANGALORE HINDUSTAN, IN",1957-01-09,22.9,-1.0855838790355141
IN009012800,"BANGALORE HINDUSTAN, IN",2016-06-12,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1913-05-23,21.2,-1.4529919486545755
