station_id,name,year,month,monthly_temp_avg
IN009010500,"ANEKAL, IN",1906,3,27.406451612903226
IN009010500,"ANEKAL, IN",1906,4,27.88666666666667
IN009010500,"ANEKAL, IN",1906,5,28.187096774193552
IN009010500,"ANEKAL, IN",1906,6,28.59666666666667
IN009010500,"ANEKAL, IN",1906,7,27.251612903225805
IN009010500,"ANEKAL, IN",1906,8,28.51935483870967
IN009010500,"ANEKAL, IN",1906,9,28.21666666666666
IN009010500,"ANEKAL, IN",1906,10,27.19354838709678
IN009010500,"ANEKAL, IN",1906,11,27.599999999999998
IN009010500,"ANEKAL, IN",1906,12,28.00322580645161
IN009010101,"HASKOTE, IN",1906,1,26.354838709677416
IN009010101,"HASKOTE, IN",1906,2,27.053571428571434
IN009010101,"HASKOTE, IN",1906,3,28.59677419354838
IN009010101,"HASKOTE, IN",1906,4,27.15333333333333
IN009010101,"HASKOTE, IN",1906,5,25.819354838709682
IN009010101,"HASKOTE, IN",1906,6,27.990000000000002
IN009010101,"HASKOTE, IN",1906,7,28.06451612903225
IN009010101,"HASKOTE, IN",1906,8,27.700000000000003
IN009010101,"HASKOTE, IN",1906,9,27.883333333333333
IN009010101,"HASKOTE, IN",1906,10,27.24516129032259
IN009010101,"HASKOTE, IN",1906,11,27.37
IN009010101,"HASKOTE, IN",1906,12,26.541935483870958
IN009010500,"ANEKAL, IN",1907,1,28.699999999999996
IN009010500,"ANEKAL, IN",1907,2,29.232142857142858
IN009010500,"ANEKAL, IN",1907,3,27.790322580645164
IN009010500,"ANEKAL, IN",1907,4,27.610000000000003
IN009010500,"ANEKAL, IN",1907,5,28.545161290322586
IN009010500,"ANEKAL, IN",1907,6,26.613333333333333
IN009010500,"ANEKAL, IN",1907,7,26.396774193548385
IN009010500,"ANEKAL, IN",1907,8,27.625806451612906
IN009010500,"ANEKAL, IN",1907,9,28.00333333333334
IN009010500,"ANEKAL, IN",1907,10,28.629032258064523
IN009010500,"ANEKAL, IN",1907,11,26.580000000000002
IN009010500,"ANEKAL, IN",1907,12,25.92258064516129
IN009010101,"HASKOTE, IN",1907,1,26.290322580645153
IN009010101,"HASKOTE, IN",1907,2,26.328571428571426
IN009010101,"HASKOTE, IN",1907,3,28.59032258064516
IN009010101,"HASKOTE, IN",1907,4,28.27999999999999
IN009010101,"HASKOTE, IN",1907,5,27.880645161290325
IN009010101,"HASKOTE, IN",1907,6,27.63
IN009010101,"HASKOTE, IN",1907,7,27.796774193548377
IN009010101,"HASKOTE, IN",1907,8,28.445161290322584
IN009010101,"HASKOTE, IN",1907,9,27.073333333333338
IN009010101,"HASKOTE, IN",1907,10,26.548387096774196
IN009010101,"HASKOTE, IN",1907,11,26.970000000000002
IN009010101,"HASKOTE, IN",1907,12,28.23870967741936
IN009010500,"ANEKAL, IN",1908,1,28.070967741935483
IN009010500,"ANEKAL, IN",1908,2,27.327586206896555
IN009010500,"ANEKAL, IN",1908,3,28.096774193548384
IN009010500,"ANEKAL, IN",1908,4,27.263333333333335
IN009010500,"ANEKAL, IN",1908,5,27.261290322580646
IN009010500,"ANEKAL, IN",1908,6,27.75
IN009010500,"ANEKAL, IN",1908,7,26.62258064516129
IN009010500,"ANEKAL, IN",1908,8,27.29032258064516
IN009010500,"ANEKAL, IN",1908,9,27.31
IN009010500,"ANEKAL, IN",1908,10,28.493548387096777
IN009010500,"ANEKAL, IN",1908,11,26.923333333333336
IN009010500,"ANEKAL, IN",1908,12,27.670967741935485
IN009010101,"HASKOTE, IN",1908,1,27.325806451612905
IN009010101,"HASKOTE, IN",1908,2,27.179310344827588
IN009010101,"HASKOTE, IN",1908,3,28.49677419354839
IN009010101,"HASKOTE, IN",1908,4,27.00333333333333
IN009010101,"HASKOTE, IN",1908,5,27.85483870967742
IN009010101,"HASKOTE, IN",1908,6,27.646666666666665
IN009010101,"HASKOTE, IN",1908,7,27.93870967741935
IN009010101,"HASKOTE, IN",1908,8,27.59677419354839
IN009010101,"HASKOTE, IN",1908,9,26.156666666666663
IN009010101,"HASKOTE, IN",1908,10,26.270967741935486
IN009010101,"HASKOTE, IN",1908,11,27.293333333333344
IN009010101,"HASKOTE, IN",1908,12,28.23225806451613
IN009010500,"ANEKAL, IN",1909,1,28.677419354838708
IN009010500,"ANEKAL, IN",1909,2,27.22142857142857
IN009010500,"ANEKAL, IN",1909,3,28.012903225806454
IN009010500,"ANEKAL, IN",1909,4,27.909999999999993
IN009010500,"ANEKAL, IN",1909,5,28.72903225806452
IN009010500,"ANEKAL, IN",1909,6,27.730000000000004
IN009010500,"ANEKAL, IN",1909,7,26.580645161290317
IN009010500,"ANEKAL, IN",1909,8,28.922580645161293
IN009010500,"ANEKAL, IN",1909,9,28.756666666666664
IN009010500,"ANEKAL, IN",1909,10,27.403225806451612
IN009010500,"ANEKAL, IN",1909,11,26.286666666666665
IN009010500,"ANEKAL, IN",1909,12,27.732258064516135
IN009010101,"HASKOTE, IN",1909,1,27.619354838709683
IN009010101,"HASKOTE, IN",1909,2,27.907142857142855
IN009010101,"HASKOTE, IN",1909,3,28.42903225806451
IN009010101,"HASKOTE, IN",1909,4,27.436666666666664
IN009010101,"HASKOTE, IN",1909,5,28.96451612903226
IN009010101,"HASKOTE, IN",1909,6,26.89
IN009010101,"HASKOTE, IN",1909,7,28.245161290322578
IN009010101,"HASKOTE, IN",1909,8,27.799999999999994
IN009010101,"HASKOTE, IN",1909,9,27.426666666666666
IN009010101,"HASKOTE, IN",1909,10,28.25806451612904
IN009010101,"HASKOTE, IN",1909,11,27.080000000000002
IN009010101,"HASKOTE, IN",1909,12,28.59032258064516
IN009010500,"ANEKAL, IN",1910,1,27.548387096774192
IN009010500,"ANEKAL, IN",1910,2,28.175
IN009010500,"ANEKAL, IN",1910,3,27.180645161290325
IN009010500,"ANEKAL, IN",1910,4,27.28666666666667
IN009010500,"ANEKAL, IN",1910,5,26.919354838709676
IN009010500,"ANEKAL, IN",1910,6,28.12333333333333
IN009010500,"ANEKAL, IN",1910,7,28.10645161290323
IN009010500,"ANEKAL, IN",1910,8,27.81935483870968
IN009010500,"ANEKAL, IN",1910,9,27.210000000000004
IN009010500,"ANEKAL, IN",1910,10,26.54193548387096
IN009010500,"ANEKAL, IN",1910,11,27.696666666666665
IN009010500,"ANEKAL, IN",1910,12,27.722580645161294
IN009010101,"HASKOTE, IN",1910,1,28.212903225806457
IN009010101,"HASKOTE, IN",1910,2,26.71071428571429
IN009010101,"HASKOTE, IN",1910,3,28.251612903225805
IN009010101,"HASKOTE, IN",1910,4,27.296666666666674
IN009010101,"HASKOTE, IN",1910,5,28.258064516129032
IN009010101,"HASKOTE, IN",1910,6,27.293333333333333
IN009010101,"HASKOTE, IN",1910,7,26.29677419354838
IN009010101,"HASKOTE, IN",1910,8,27.364516129032257
IN009010101,"HASKOTE, IN",1910,9,26.78333333333334
IN009010101,"HASKOTE, IN",1910,10,27.629032258064516
IN009010101,"HASKOTE, IN",1910,11,27.560000000000002
IN009010101,"HASKOTE, IN",1910,12,27.725806451612904
IN009010500,"ANEKAL, IN",1911,1,28.277419354838706
IN009010500,"ANEKAL, IN",1911,2,27.021428571428572
IN009010500,"ANEKAL, IN",1911,3,26.80645161290322
IN009010500,"ANEKAL, IN",1911,4,28.523333333333337
IN009010500,"ANEKAL, IN",1911,5,27.26774193548387
IN009010500,"ANEKAL, IN",1911,6,26.59666666666667
IN009010500,"ANEKAL, IN",1911,7,26.974193548387095
IN009010500,"ANEKAL, IN",1911,8,27.822580645161292
IN009010500,"ANEKAL, IN",1911,9,28.459999999999994
IN009010500,"ANEKAL, IN",1911,10,27.383870967741938
IN009010500,"ANEKAL, IN",1911,11,27.040000000000003
IN009010500,"ANEKAL, IN",1911,12,27.419354838709676
IN009010101,"HASKOTE, IN",1911,1,26.993548387096773
IN009010101,"HASKOTE, IN",1911,2,26.14642857142857
IN009010101,"HASKOTE, IN",1911,3,27.890322580645158
IN009010101,"HASKOTE, IN",1911,4,28.13666666666667
IN009010101,"HASKOTE, IN",1911,5,27.032258064516125
IN009010101,"HASKOTE, IN",1911,6,27.680000000000003
IN009010101,"HASKOTE, IN",1911,7,27.364516129032257
IN009010101,"HASKOTE, IN",1911,8,26.335483870967742
IN009010101,"HASKOTE, IN",1911,9,27.599999999999998
IN009010101,"HASKOTE, IN",1911,10,27.419354838709673
IN009010101,"HASKOTE, IN",1911,11,28.17
IN009010101,"HASKOTE, IN",1911,12,27.770967741935486
IN009010500,"ANEKAL, IN",1912,1,27.119354838709686
IN009010500,"ANEKAL, IN",1912,2,27.534482758620694
IN009010500,"ANEKAL, IN",1912,3,27.48064516129032
IN009010500,"ANEKAL, IN",1912,4,28.009999999999998
IN009010500,"ANEKAL, IN",1912,5,28.158064516129034
IN009010500,"ANEKAL, IN",1912,6,27.289999999999996
IN009010500,"ANEKAL, IN",1912,7,28.483870967741932
IN009010500,"ANEKAL, IN",1912,8,27.606451612903232
IN009010500,"ANEKAL, IN",1912,9,27.14666666666667
IN009010500,"ANEKAL, IN",1912,10,27.561290322580636
IN009010500,"ANEKAL, IN",1912,11,26.990000000000002
IN009010500,"ANEKAL, IN",1912,12,28.354838709677423
IN009010101,"HASKOTE, IN",1912,1,26.516129032258068
IN009010101,"HASKOTE, IN",1912,2,25.83103448275862
IN009010101,"HASKOTE, IN",1912,3,27.6741935483871
IN009010101,"HASKOTE, IN",1912,4,27.706666666666663
IN009010101,"HASKOTE, IN",1912,5,28.5
IN009010101,"HASKOTE, IN",1912,6,27.756666666666668
IN009010101,"HASKOTE, IN",1912,7,26.64838709677419
IN009010101,"HASKOTE, IN",1912,8,27.38709677419355
IN009010101,"HASKOTE, IN",1912,9,26.243333333333336
IN009010101,"HASKOTE, IN",1912,10,27.887096774193548
IN009010101,"HASKOTE, IN",1912,11,27.690000000000005
IN009010101,"HASKOTE, IN",1912,12,27.380645161290328
IN009010500,"ANEKAL, IN",1913,1,28.106451612903236
IN009010500,"ANEKAL, IN",1913,2,27.90714285714285
IN009010500,"ANEKAL, IN",1913,3,27.216129032258074
IN009010500,"ANEKAL, IN",1913,4,28.393333333333334
IN009010500,"ANEKAL, IN",1913,5,27.841935483870966
IN009010500,"ANEKAL, IN",1913,6,26.27333333333333
IN009010500,"ANEKAL, IN",1913,7,29.280645161290327
IN009010500,"ANEKAL, IN",1913,8,27.519354838709674
IN009010500,"ANEKAL, IN",1913,9,27.44666666666667
IN009010500,"ANEKAL, IN",1913,10,26.422580645161286
IN009010500,"ANEKAL, IN",1913,11,26.903333333333325
IN009010500,"ANEKAL, IN",1913,12,27.432258064516123
IN009010101,"HASKOTE, IN",1913,1,27.896774193548392
IN009010101,"HASKOTE, IN",1913,2,26.65357142857143
IN009010101,"HASKOTE, IN",1913,3,26.79032258064516
IN009010101,"HASKOTE, IN",1913,4,28.60333333333333
IN009010101,"HASKOTE, IN",1913,5,28.496774193548386
IN009010101,"HASKOTE, IN",1913,6,27.23666666666667
IN009010101,"HASKOTE, IN",1913,7,27.703225806451613
IN009010101,"HASKOTE, IN",1913,8,27.68064516129032
IN009010101,"HASKOTE, IN",1913,9,27.893333333333334
IN009010101,"HASKOTE, IN",1913,10,26.41290322580645
IN009010101,"HASKOTE, IN",1913,11,27.41333333333333
IN009010101,"HASKOTE, IN",1913,12,26.574193548387097
IN009010500,"ANEKAL, IN",1914,1,27.27419354838709
IN009010500,"ANEKAL, IN",1914,2,26.782142857142862
IN009010500,"ANEKAL, IN",1914,3,28.448387096774194
IN009010500,"ANEKAL, IN",1914,4,27.156666666666663
IN009010500,"ANEKAL, IN",1914,5,29.00322580645161
IN009010500,"ANEKAL, IN",1914,6,27.286666666666658
IN009010500,"ANEKAL, IN",1914,7,27.50322580645161
IN009010500,"ANEKAL, IN",1914,8,26.877419354838704
IN009010500,"ANEKAL, IN",1914,9,27.900000000000002
IN009010500,"ANEKAL, IN",1914,10,26.09677419354839
IN009010500,"ANEKAL, IN",1914,11,27.46999999999999
IN009010500,"ANEKAL, IN",1914,12,28.64516129032258
IN009010101,"HASKOTE, IN",1914,1,28.167741935483868
IN009010101,"HASKOTE, IN",1914,2,28
IN009010101,"HASKOTE, IN",1914,3,26.44516129032258
IN009010101,"HASKOTE, IN",1914,4,27.17666666666667
IN009010101,"HASKOTE, IN",1914,5,27.161290322580644
IN009010101,"HASKOTE, IN",1914,6,26.790000000000006
IN009010101,"HASKOTE, IN",1914,7,27.3741935483871
IN009010101,"HASKOTE, IN",1914,8,26.81290322580646
IN009010101,"HASKOTE, IN",1914,9,27.013333333333335
IN009010101,"HASKOTE, IN",1914,10,29.093548387096778
IN009010101,"HASKOTE, IN",1914,11,27.47666666666667
IN009010101,"HASKOTE, IN",1914,12,28.648387096774194
IN009010500,"ANEKAL, IN",1915,1,27.883870967741927
IN009010500,"ANEKAL, IN",1915,2,28.60714285714286
IN009010500,"ANEKAL, IN",1915,4,26.72666666666667
IN009010500,"ANEKAL, IN",1915,5,27.24193548387096
IN009010500,"ANEKAL, IN",1915,6,27.410000000000004
IN009010500,"ANEKAL, IN",1915,7,27.0741935483871
IN009010500,"ANEKAL, IN",1915,8,27.632258064516126
IN009010500,"ANEKAL, IN",1915,9,27.693333333333328
IN009010500,"ANEKAL, IN",1915,10,26.900000000000002
IN009010500,"ANEKAL, IN",1915,11,26.630000000000003
IN009010500,"ANEKAL, IN",1915,12,26.645161290322577
IN009010101,"HASKOTE, IN",1915,1,27.38064516129032
IN009010101,"HASKOTE, IN",1915,2,27.860714285714284
IN009010101,"HASKOTE, IN",1915,4,26.79666666666667
IN009010101,"HASKOTE, IN",1915,5,27.154838709677417
IN009010101,"HASKOTE, IN",1915,6,27.813333333333333
IN009010101,"HASKOTE, IN",1915,7,27.39354838709677
IN009010101,"HASKOTE, IN",1915,8,26.99354838709678
IN009010101,"HASKOTE, IN",1915,9,28.46
IN009010101,"HASKOTE, IN",1915,10,27.30645161290322
IN009010101,"HASKOTE, IN",1915,11,28.04
IN009010101,"HASKOTE, IN",1915,12,27.635483870967743
IN009010500,"ANEKAL, IN",1916,1,26.154838709677417
IN009010500,"ANEKAL, IN",1916,2,28.134482758620695
IN009010500,"ANEKAL, IN",1916,3,28.225806451612897
IN009010500,"ANEKAL, IN",1916,4,28.146666666666672
IN009010500,"ANEKAL, IN",1916,5,27.916129032258066
IN009010500,"ANEKAL, IN",1916,6,26.96
IN009010500,"ANEKAL, IN",1916,7,26.090322580645157
IN009010500,"ANEKAL, IN",1916,8,28.222580645161287
IN009010500,"ANEKAL, IN",1916,9,27.23666666666666
IN009010500,"ANEKAL, IN",1916,10,26.903225806451616
IN009010500,"ANEKAL, IN",1916,11,27.486666666666665
IN009010500,"ANEKAL, IN",1916,12,27.109677419354842
IN009010101,"HASKOTE, IN",1916,1,26.290322580645164
IN009010101,"HASKOTE, IN",1916,2,26.8
IN009010101,"HASKOTE, IN",1916,3,27.53225806451614
IN009010101,"HASKOTE, IN",1916,4,27.206666666666667
IN009010101,"HASKOTE, IN",1916,5,27.954838709677425
IN009010101,"HASKOTE, IN",1916,6,27.779999999999994
IN009010101,"HASKOTE, IN",1916,7,27.883870967741935
IN009010101,"HASKOTE, IN",1916,8,28.454838709677414
IN009010101,"HASKOTE, IN",1916,9,26.74333333333333
IN009010101,"HASKOTE, IN",1916,10,28.141935483870967
IN009010101,"HASKOTE, IN",1916,11,27.276666666666667
IN009010101,"HASKOTE, IN",1916,12,27.499999999999993
IN009010500,"ANEKAL, IN",1917,1,26.906451612903226
IN009010500,"ANEKAL, IN",1917,2,27.496428571428577
IN009010500,"ANEKAL, IN",1917,3,26.761290322580646
IN009010500,"ANEKAL, IN",1917,4,28.946666666666662
IN009010500,"ANEKAL, IN",1917,5,27.445161290322577
IN009010500,"ANEKAL, IN",1917,6,26.183333333333334
IN009010500,"ANEKAL, IN",1917,7,27.061290322580643
IN009010500,"ANEKAL, IN",1917,8,27.67419354838709
IN009010500,"ANEKAL, IN",1917,9,27.173333333333343
IN009010500,"ANEKAL, IN",1917,10,27.12903225806451
IN009010500,"ANEKAL, IN",1917,11,28.54333333333334
IN009010500,"ANEKAL, IN",1917,12,27.658064516129034
IN009010101,"HASKOTE, IN",1917,1,26.796774193548387
IN009010101,"HASKOTE, IN",1917,2,28.360714285714288
IN009010101,"HASKOTE, IN",1917,3,28.17419354838709
IN009010101,"HASKOTE, IN",1917,4,26.893333333333334
IN009010101,"HASKOTE, IN",1917,5,28.25483870967742
IN009010101,"HASKOTE, IN",1917,6,27.76
IN009010101,"HASKOTE, IN",1917,7,26.270967741935483
IN009010101,"HASKOTE, IN",1917,8,29.296774193548387
IN009010101,"HASKOTE, IN",1917,9,27.85
IN009010101,"HASKOTE, IN",1917,10,27.225806451612904
IN009010101,"HASKOTE, IN",1917,11,26.84333333333333
IN009010101,"HASKOTE, IN",1917,12,27.38064516129032
IN009010500,"ANEKAL, IN",1918,1,27.187096774193538
IN009010500,"ANEKAL, IN",1918,2,27.875000000000004
IN009010500,"ANEKAL, IN",1918,3,27.08064516129032
IN009010500,"ANEKAL, IN",1918,4,28.57333333333333
IN009010500,"ANEKAL, IN",1918,5,27.28064516129032
IN009010500,"ANEKAL, IN",1918,6,26.67666666666667
IN009010500,"ANEKAL, IN",1918,7,27.825806451612902
IN009010500,"ANEKAL, IN",1918,8,29.196774193548386
IN009010500,"ANEKAL, IN",1918,9,27.089999999999996
IN009010500,"ANEKAL, IN",1918,10,26.974193548387092
IN009010500,"ANEKAL, IN",1918,11,28.12666666666666
IN009010500,"ANEKAL, IN",1918,12,28.55483870967742
IN009010101,"HASKOTE, IN",1918,1,28.070967741935483
IN009010101,"HASKOTE, IN",1918,2,26.54642857142857
IN009010101,"HASKOTE, IN",1918,3,27.09354838709677
IN009010101,"HASKOTE, IN",1918,4,25.80333333333334
IN009010101,"HASKOTE, IN",1918,5,28.04193548387097
IN009010101,"HASKOTE, IN",1918,6,28.84666666666667
IN009010101,"HASKOTE, IN",1918,7,27.519354838709678
IN009010101,"HASKOTE, IN",1918,8,26.65806451612904
IN009010101,"HASKOTE, IN",1918,9,27.62333333333333
IN009010101,"HASKOTE, IN",1918,10,27.55806451612903
IN009010101,"HASKOTE, IN",1918,11,28.28666666666667
IN009010101,"HASKOTE, IN",1918,12,28.50967741935484
IN009010500,"ANEKAL, IN",1919,1,27.335483870967746
IN009010500,"ANEKAL, IN",1919,2,27.371428571428574
IN009010500,"ANEKAL, IN",1919,3,26.71612903225806
IN009010500,"ANEKAL, IN",1919,4,27.95666666666667
IN009010500,"ANEKAL, IN",1919,5,27.335483870967742
IN009010500,"ANEKAL, IN",1919,6,27.259999999999994
IN009010500,"ANEKAL, IN",1919,7,28.332258064516136
IN009010500,"ANEKAL, IN",1919,8,27.75483870967742
IN009010500,"ANEKAL, IN",1919,9,27.84666666666667
IN009010500,"ANEKAL, IN",1919,10,27.45806451612904
IN009010500,"ANEKAL, IN",1919,11,28.14
IN009010500,"ANEKAL, IN",1919,12,26.906451612903222
IN009010101,"HASKOTE, IN",1919,1,27.577419354838714
IN009010101,"HASKOTE, IN",1919,2,26.571428571428577
IN009010101,"HASKOTE, IN",1919,3,27.75806451612903
IN009010101,"HASKOTE, IN",1919,4,28.433333333333337
IN009010101,"HASKOTE, IN",1919,5,30.106451612903225
IN009010101,"HASKOTE, IN",1919,6,27.880000000000003
IN009010101,"HASKOTE, IN",1919,7,28.39354838709677
IN009010101,"HASKOTE, IN",1919,8,27.412903225806463
IN009010101,"HASKOTE, IN",1919,9,28.633333333333336
IN009010101,"HASKOTE, IN",1919,10,26.590322580645168
IN009010101,"HASKOTE, IN",1919,11,27.096666666666657
IN009010101,"HASKOTE, IN",1919,12,26.703225806451613
IN009010500,"ANEKAL, IN",1920,1,28.65161290322581
IN009010500,"ANEKAL, IN",1920,2,27.275862068965516
IN009010500,"ANEKAL, IN",1920,3,27.00645161290323
IN009010500,"ANEKAL, IN",1920,4,27.880000000000006
IN009010500,"ANEKAL, IN",1920,5,27.029032258064515
IN009010500,"ANEKAL, IN",1920,6,28.63
IN009010500,"ANEKAL, IN",1920,7,27.374193548387098
IN009010500,"ANEKAL, IN",1920,8,27.906451612903226
IN009010500,"ANEKAL, IN",1920,9,28.25333333333333
IN009010500,"ANEKAL, IN",1920,10,27.367741935483874
IN009010500,"ANEKAL, IN",1920,11,27.31
IN009010500,"ANEKAL, IN",1920,12,29.196774193548396
IN009010101,"HASKOTE, IN",1920,1,27.041935483870972
IN009010101,"HASKOTE, IN",1920,2,26.789655172413788
IN009010101,"HASKOTE, IN",1920,3,27.864516129032257
