station_id,day_date,rolling_30d_temp
IN009012200,1953-11-26,27.05333333333333
IN009012200,1953-11-27,27.396666666666665
IN009012200,1953-11-28,27.24666666666667
IN009012200,1953-11-29,27.233333333333338
IN009012200,1953-11-30,27.430000000000007
IN009012200,1953-12-01,27.53333333333334
IN009012200,1953-12-02,27.396666666666672
IN009012200,1953-12-03,27.32333333333334
IN009012200,1953-12-04,27.370000000000008
IN009012200,1953-12-05,27.37333333333334
IN009012200,1953-12-06,27.616666666666674
IN009012200,1953-12-07,27.49666666666667
IN009012200,1953-12-08,27.45666666666667
IN009012200,1953-12-09,27.583333333333336
IN009012200,1953-12-10,27.94333333333334
IN009012200,1953-12-11,27.680000000000003
IN009012200,1953-12-12,27.80666666666667
IN009012200,1953-12-13,27.77
IN009012200,1953-12-14,27.60666666666667
IN009012200,1953-12-15,27.419999999999998
IN009012200,1953-12-16,27.289999999999996
IN009012200,1953-12-17,27.54
IN009012200,1953-12-18,27.16333333333333
IN009012200,1953-12-19,26.876666666666665
IN009012200,1953-12-20,26.75
IN009012200,1953-12-21,26.893333333333334
IN009012200,1953-12-22,26.983333333333334
IN009012200,1953-12-23,27.1
IN009012200,1953-12-24,27.12
IN009012200,1953-12-25,27.313333333333333
IN009012200,1953-12-26,27.553333333333335
IN009012200,1953-12-27,27.203333333333333
IN009012200,1953-12-28,27.02333333333333
IN009012200,1953-12-29,26.943333333333328
IN009012200,1953-12-30,27.056666666666658
IN009012200,1953-12-31,26.796666666666656
IN009012200,1954-01-01,27.03666666666665
IN009012200,1954-01-02,27.34333333333332
IN009012200,1954-01-03,27.35999999999999
IN009012200,1954-01-04,27.119999999999994
IN009012200,1954-01-05,27.259999999999994
IN009012200,1954-01-06,27.279999999999994
IN009012200,1954-01-07,27.609999999999996
IN009012200,1954-01-08,27.553333333333327
IN009012200,1954-01-09,27.26333333333333
IN009012200,1954-01-10,27.73333333333333
IN009012200,1954-01-11,27.98333333333333
IN009012200,1954-01-12,27.876666666666665
IN009012200,1954-01-13,28.106666666666666
IN009012200,1954-01-14,28.423333333333332
IN009012200,1954-01-15,28.52666666666666
IN009012200,1954-01-16,28.5
IN009012200,1954-01-17,28.469999999999995
IN009012200,1954-01-18,28.58
IN009012200,1954-01-19,28.783333333333324
IN009012200,1954-01-20,28.903333333333325
IN009012200,1954-01-21,28.593333333333327
IN009012200,1954-01-22,28.16
IN009012200,1954-01-23,28.146666666666665
IN009012200,1954-01-24,28.27333333333333
IN009012200,1954-01-25,28.423333333333332
IN009012200,1954-01-26,28.716666666666665
IN009012200,1954-01-27,28.766666666666662
IN009012200,1954-01-28,28.666666666666664
IN009012200,1954-01-29,28.34999999999999
IN009012200,1954-01-30,28.40999999999999
IN009012200,1954-01-31,28.18666666666666
IN009012200,1954-02-01,28.12666666666666
IN009012200,1954-02-02,27.80333333333333
IN009012200,1954-02-03,28.029999999999994
IN009012200,1954-02-04,27.69666666666666
IN009012200,1954-02-05,27.739999999999995
IN009012200,1954-02-06,27.679999999999993
IN009012200,1954-02-07,27.64333333333333
IN009012200,1954-02-08,27.709999999999997
IN009012200,1954-02-09,27.316666666666666
IN009012200,1954-02-10,27.243333333333336
IN009012200,1954-02-11,27.573333333333338
IN009012200,1954-02-12,27.143333333333334
IN009012200,1954-02-13,27.146666666666672
IN009012200,1954-02-14,27.32666666666667
IN009012200,1954-02-15,27.06666666666667
IN009012200,1954-02-16,27.550000000000004
IN009012200,1954-02-17,27.72333333333334
IN009012200,1954-02-18,27.856666666666673
IN009012200,1954-02-19,27.780000000000005
IN009012200,1954-02-20,27.970000000000002
IN009012200,1954-02-21,28.16
IN009012200,1954-02-22,28.269999999999996
IN009012200,1954-02-23,28.013333333333332
IN009012200,1954-02-24,27.743333333333332
IN009012200,1954-02-25,27.85666666666667
IN009012200,1954-02-26,28.259999999999994
IN009012200,1954-02-27,28.459999999999994
IN009012200,1954-02-28,28.556666666666665
IN009012200,1954-03-01,28.43333333333333
IN009012200,1954-03-02,28.633333333333333
IN009012200,1954-03-03,28.35
IN009012200,1954-03-04,28.38
IN009012200,1954-03-05,28
IN009012200,1954-03-06,28.346666666666668
IN009012200,1954-03-07,28.45333333333333
IN009012200,1954-03-08,28.55
IN009012200,1954-03-09,28.323333333333334
IN009012200,1954-03-10,28.62666666666667
IN009012200,1954-03-11,28.59
IN009012200,1954-03-12,28.65
IN009012200,1954-03-13,28.366666666666667
IN009012200,1954-03-14,28.503333333333334
IN009012200,1954-03-15,28.18
IN009012200,1954-03-16,28.11
IN009012200,1954-03-17,28.49
IN009012200,1954-03-18,28.193333333333335
IN009012200,1954-03-19,27.936666666666667
IN009012200,1954-03-20,27.563333333333336
IN009012200,1954-03-21,27.393333333333334
IN009012200,1954-03-22,27.226666666666667
IN009012200,1954-03-23,27.359999999999996
IN009012200,1954-03-24,27.183333333333326
IN009012200,1954-03-25,27.456666666666663
IN009012200,1954-03-26,27.443333333333328
IN009012200,1954-03-27,27.15333333333333
IN009012200,1954-03-28,26.84
IN009012200,1954-03-29,26.589999999999996
IN009012200,1954-03-30,26.449999999999996
IN009012200,1954-03-31,26.63
IN009012200,1954-04-01,26.339999999999996
IN009012200,1954-04-02,26.719999999999995
IN009012200,1954-04-03,26.98
IN009012200,1954-04-04,26.970000000000002
IN009012200,1954-04-05,26.806666666666665
IN009012200,1954-04-06,26.70333333333333
IN009012200,1954-04-07,26.77666666666666
IN009012200,1954-04-08,26.889999999999993
IN009012200,1954-04-09,26.926666666666662
IN009012200,1954-04-10,27.049999999999997
IN009012200,1954-04-11,26.643333333333327
IN009012200,1954-04-12,26.899999999999995
IN009012200,1954-04-13,26.819999999999997
IN009012200,1954-04-14,27.193333333333328
IN009012200,1954-04-15,27.223333333333333
IN009012200,1954-04-16,26.990000000000002
IN009012200,1954-04-17,27.14
IN009012200,1954-04-18,27.186666666666667
IN009012200,1954-04-19,27.55
IN009012200,1954-04-20,27.783333333333335
IN009012200,1954-04-21,27.763333333333332
IN009012200,1954-04-22,27.71
IN009012200,1954-04-23,27.85666666666667
IN009012200,1954-04-24,27.5
IN009012200,1954-04-25,27.39666666666666
IN009012200,1954-04-26,27.676666666666662
IN009012200,1954-04-27,27.853333333333328
IN009012200,1954-04-28,27.996666666666663
IN009012200,1954-04-29,28.20333333333333
IN009012200,1954-04-30,28.176666666666666
IN009012200,1954-05-01,28.603333333333335
IN009012200,1954-05-02,28.19
IN009012200,1954-05-03,28.336666666666666
IN009012200,1954-05-04,28.683333333333337
IN009012200,1954-05-05,28.7
IN009012200,1954-05-06,28.67666666666667
IN009012200,1954-05-07,28.42000000000001
IN009012200,1954-05-08,28.36333333333334
IN009012200,1954-05-09,27.996666666666677
IN009012200,1954-05-10,28.27666666666668
IN009012200,1954-05-11,28.48666666666668
IN009012200,1954-05-12,28.183333333333344
IN009012200,1954-05-13,28.34000000000001
IN009012200,1954-05-14,28.073333333333338
IN009012200,1954-05-15,28.01333333333334
IN009012200,1954-05-16,28.31333333333334
IN009012200,1954-05-17,28.223333333333343
IN009012200,1954-05-18,28.306666666666672
IN009012200,1954-05-19,28.180000000000003
IN009012200,1954-05-20,28.026666666666667
IN009012200,1954-05-21,28.386666666666667
IN009012200,1954-05-22,28.236666666666668
IN009012200,1954-05-23,28.336666666666662
IN009012200,1954-05-24,28.353333333333335
IN009012200,1954-05-25,28.64666666666667
IN009012200,1954-05-26,28.393333333333334
IN009012200,1954-05-27,28.55
IN009012200,1954-05-28,28.62333333333333
IN009012200,1954-05-29,28.54
IN009012200,1954-05-30,28.646666666666665
IN009012200,1954-05-31,28.319999999999997
IN009012200,1954-07-01,28.476666666666663
IN009012200,1954-07-02,28.463333333333328
IN009012200,1954-07-03,28.209999999999994
IN009012200,1954-07-04,27.903333333333332
IN009012200,1954-07-05,27.873333333333335
IN009012200,1954-07-06,28.09333333333333
IN009012200,1954-07-07,28.09
IN009012200,1954-07-08,28.016666666666666
IN009012200,1954-07-09,28.026666666666667
IN009012200,1954-07-10,28.240000000000002
IN009012200,1954-07-11,28.3
IN009012200,1954-07-12,28.44
IN009012200,1954-07-13,28.5
IN009012200,1954-07-14,28.346666666666668
IN009012200,1954-07-15,28.246666666666663
IN009012200,1954-07-16,28.303333333333327
IN009012200,1954-07-17,28.373333333333328
IN009012200,1954-07-18,28.43333333333333
IN009012200,1954-07-19,28.36
IN009012200,1954-07-20,28.356666666666666
IN009012200,1954-07-21,28.509999999999998
IN009012200,1954-07-22,28.573333333333334
IN009012200,1954-07-23,28.87333333333333
IN009012200,1954-07-24,28.80666666666667
IN009012200,1954-07-25,28.71
IN009012200,1954-07-26,28.37666666666667
IN009012200,1954-07-27,28.323333333333334
IN009012200,1954-07-28,28.170000000000005
IN009012200,1954-07-29,28.21
IN009012200,1954-07-30,28.160000000000004
IN009012200,1954-07-31,28.220000000000006
IN009012200,1954-08-01,28.266666666666673
IN009012200,1954-08-02,28.10333333333334
IN009012200,1954-08-03,28.340000000000007
IN009012200,1954-08-04,28.56666666666667
IN009012200,1954-08-05,28.323333333333334
IN009012200,1954-08-06,28.106666666666673
IN009012200,1954-08-07,28.220000000000006
IN009012200,1954-08-08,28.123333333333335
IN009012200,1954-08-09,28.126666666666665
IN009012200,1954-08-10,27.993333333333332
IN009012200,1954-08-11,27.919999999999998
IN009012200,1954-08-12,28.02333333333333
IN009012200,1954-08-13,28.009999999999998
IN009012200,1954-08-14,28.016666666666666
IN009012200,1954-08-15,27.826666666666668
IN009012200,1954-08-16,27.883333333333336
IN009012200,1954-08-17,27.803333333333338
IN009012200,1954-08-18,27.81666666666667
IN009012200,1954-08-19,27.80666666666667
IN009012200,1954-08-20,27.92666666666667
IN009012200,1954-08-21,27.883333333333336
IN009012200,1954-08-22,27.69666666666667
IN009012200,1954-08-23,27.423333333333336
IN009012200,1954-08-24,27.410000000000004
IN009012200,1954-08-25,27.676666666666666
IN009012200,1954-08-26,27.63
IN009012200,1954-08-27,27.833333333333332
IN009012200,1954-08-28,27.773333333333326
IN009012200,1954-08-29,28.00333333333333
IN009012200,1954-08-30,28.189999999999994
IN009012200,1954-08-31,28.129999999999992
IN009012200,1954-09-01,28.579999999999995
IN009012200,1954-09-02,28.766666666666662
IN009012200,1954-09-03,28.459999999999994
IN009012200,1954-09-04,28.65999999999999
IN009012200,1954-09-05,28.65999999999999
IN009012200,1954-09-06,28.68666666666666
IN009012200,1954-09-07,28.80999999999999
IN009012200,1954-09-08,28.553333333333327
IN009012200,1954-09-09,28.489999999999995
IN009012200,1954-09-10,28.52666666666666
IN009012200,1954-09-11,28.586666666666662
IN009012200,1954-09-12,28.549999999999997
IN009012200,1954-09-13,28.293333333333333
IN009012200,1954-09-14,28.61
IN009012200,1954-09-15,28.736666666666668
IN009012200,1954-09-16,29
IN009012200,1954-09-17,28.94333333333333
IN009012200,1954-09-18,28.64666666666666
IN009012200,1954-09-19,28.449999999999996
IN009012200,1954-09-20,28.52333333333333
IN009012200,1954-09-21,28.57333333333333
IN009012200,1954-09-22,28.766666666666666
IN009012200,1954-09-23,29.059999999999995
IN009012200,1954-09-24,28.87666666666666
IN009012200,1954-09-25,28.98333333333333
IN009012200,1954-09-26,28.946666666666665
IN009012200,1954-09-27,28.689999999999998
IN009012200,1954-09-28,28.76333333333333
IN009012200,1954-09-29,28.74
IN009012200,1954-09-30,28.443333333333335
IN009012200,1954-10-01,28.373333333333335
IN009012200,1954-10-02,28.280000000000005
IN009012200,1954-10-03,28.566666666666666
IN009012200,1954-10-04,28.436666666666667
IN009012200,1954-10-05,28.529999999999998
IN009012200,1954-10-06,28.5
IN009012200,1954-10-07,28.326666666666668
IN009012200,1954-10-08,28.263333333333332
IN009012200,1954-10-09,28.356666666666666
IN009012200,1954-10-10,28.266666666666666
IN009012200,1954-10-11,28.006666666666668
IN009012200,1954-10-12,27.913333333333334
IN009012200,1954-10-13,28.006666666666664
IN009012200,1954-10-14,27.619999999999994
IN009012200,1954-10-15,27.29
IN009012200,1954-10-16,27.02666666666666
IN009012200,1954-10-17,26.89666666666666
IN009012200,1954-10-18,26.986666666666665
IN009012200,1954-10-19,27.13333333333333
IN009012200,1954-10-20,26.753333333333334
IN009012200,1954-10-21,26.873333333333335
IN009012200,1954-10-22,26.790000000000003
IN009012200,1954-10-23,26.85
IN009012200,1954-10-24,26.66666666666667
IN009012200,1954-10-25,26.776666666666667
IN009012200,1954-10-26,26.893333333333334
IN009012200,1954-10-27,27.260000000000005
IN009012200,1954-10-28,27.096666666666675
IN009012200,1954-10-29,26.810000000000002
IN009012200,1954-10-30,27.083333333333336
IN009012200,1954-10-31,27.153333333333332
IN009012200,1954-11-01,26.846666666666668
IN009012200,1954-11-02,26.953333333333333
IN009012200,1954-11-03,27.056666666666672
IN009012200,1954-11-04,27.120000000000005
IN009012200,1954-11-05,27.26333333333334
IN009012200,1954-11-06,26.950000000000006
IN009012200,1954-11-07,27.116666666666674
IN009012200,1954-11-08,27.173333333333343
IN009012200,1954-11-09,27.320000000000007
IN009012200,1954-11-10,27.46000000000001
IN009012200,1954-11-11,27.776666666666678
IN009012200,1954-11-12,27.740000000000013
IN009012200,1954-11-13,27.856666666666676
IN009012200,1954-11-14,28.213333333333342
IN009012200,1954-11-15,28.130000000000006
IN009012200,1954-11-16,28.273333333333337
IN009012200,1954-11-17,28.41666666666667
IN009012200,1954-11-18,28.466666666666672
IN009012200,1954-11-19,28.513333333333335
IN009012200,1954-11-20,28.15
IN009012200,1954-11-21,28.470000000000002
IN009012200,1954-11-22,28.459999999999997
IN009012200,1954-11-23,28.85
IN009012200,1954-11-24,28.780000000000005
IN009012200,1954-11-25,28.61666666666667
IN009012200,1954-11-26,28.326666666666668
IN009012200,1954-11-27,28.280000000000005
IN009012200,1954-11-28,28.513333333333335
IN009012200,1954-11-29,28.610000000000003
IN009012200,1954-11-30,28.166666666666668
IN009012200,1954-12-01,28.506666666666668
IN009012200,1954-12-02,28.146666666666665
IN009012200,1954-12-03,27.910000000000004
IN009012200,1954-12-04,28.113333333333337
IN009012200,1954-12-05,27.943333333333335
IN009012200,1954-12-06,28.003333333333334
IN009012200,1954-12-07,28.07333333333333
IN009012200,1954-12-08,28.266666666666662
IN009012200,1954-12-09,27.90333333333333
IN009012200,1954-12-10,28.029999999999994
IN009012200,1954-12-11,27.786666666666665
IN009012200,1954-12-12,28.059999999999995
IN009012200,1954-12-13,28.176666666666662
IN009012200,1954-12-14,27.77333333333333
IN009012200,1954-12-15,27.860000000000003
IN009012200,1954-12-16,28.146666666666665
IN009012200,1954-12-17,27.773333333333333
IN009012200,1954-12-18,27.603333333333335
IN009012200,1954-12-19,27.62333333333334
IN009012200,1954-12-20,27.966666666666672
IN009012200,1954-12-21,27.48666666666667
IN009012200,1954-12-22,27.310000000000002
IN009012200,1954-12-23,27.30666666666667
IN009012200,1954-12-24,27.30666666666667
IN009012200,1954-12-25,27.576666666666664
IN009012200,1954-12-26,27.673333333333332
IN009012200,1954-12-27,27.783333333333328
IN009012200,1954-12-28,27.663333333333323
IN009012200,1954-12-29,27.283333333333328
IN009012200,1954-12-30,27.68333333333333
IN009012200,1954-12-31,27.736666666666665
IN009012200,1955-01-01,27.806666666666665
IN009012200,1955-01-02,27.89666666666666
IN009012200,1955-01-03,27.563333333333325
IN009012200,1955-01-04,27.45999999999999
IN009012200,1955-01-05,27.479999999999993
IN009012200,1955-01-06,27.27666666666666
IN009012200,1955-01-07,26.976666666666656
IN009012200,1955-01-08,27.39999999999999
IN009012200,1955-01-09,27.389999999999993
IN009012200,1955-01-10,27.349999999999998
IN009012200,1955-01-11,27.10333333333333
